Round,ID,Contribution,Total Points Sent,Cost,Punishment Received,Punishment Tax Rate,Earnings,Cumulative Earnings,Key,Other_ID1,Other_ID2,Other_ID3,Other_Response1,Other_Response2,Other_Response3,Group
3,6,3,*,*.*,*,*.*,2.5,9.5,70,5,7,8,1,0,1,2
3,7,0,*,*.*,*,*.*,5.5,16.5,71,5,6,8,1,3,1,2
3,8,1,*,*.*,*,*.*,4.5,11.5,72,5,6,7,1,3,0,2
3,9,2,*,*.*,*,*.*,6.5,18.5,73,10,11,12,3,3,3,3
3,10,3,*,*.*,*,*.*,5.5,15.5,74,9,11,12,2,3,3,3
3,11,3,*,*.*,*,*.*,5.5,14.5,75,9,10,12,2,3,3,3
3,12,3,*,*.*,*,*.*,5.5,16.5,76,9,10,11,2,3,3,3
3,13,1,*,*.*,*,*.*,5.0,14.0,77,14,15,16,2,1,2,4
3,14,2,*,*.*,*,*.*,4.0,14.0,78,13,15,16,1,1,2,4
3,15,1,*,*.*,*,*.*,5.0,14.0,79,13,14,16,1,2,2,4
3,16,2,*,*.*,*,*.*,4.0,14.0,80,13,14,15,1,2,1,4
3,17,3,*,*.*,*,*.*,3.5,10.0,81,18,19,20,0,2,2,5
3,18,0,*,*.*,*,*.*,6.5,18.0,82,17,19,20,3,2,2,5
3,19,2,*,*.*,*,*.*,4.5,14.0,83,17,18,20,3,0,2,5
3,20,2,*,*.*,*,*.*,4.5,12.0,84,17,18,19,3,0,2,5
3,21,3,*,*.*,*,*.*,5.0,14.0,85,22,23,24,2,3,2,6
3,22,2,*,*.*,*,*.*,6.0,18.0,86,21,23,24,3,3,2,6
3,23,3,*,*.*,*,*.*,5.0,16.0,87,21,22,24,3,2,2,6
3,24,2,*,*.*,*,*.*,6.0,16.0,88,21,22,23,3,2,3,6
3,25,1,*,*.*,*,*.*,4.5,13.5,89,26,27,28,2,2,0,7
3,26,2,*,*.*,*,*.*,3.5,10.5,90,25,27,28,1,2,0,7
3,27,2,*,*.*,*,*.*,3.5,10.5,91,25,26,28,1,2,0,7
3,28,0,*,*.*,*,*.*,5.5,16.5,92,25,26,27,1,2,2,7
3,29,2,*,*.*,*,*.*,5.5,16.5,93,30,31,32,1,3,3,8
3,30,1,*,*.*,*,*.*,6.5,16.5,94,29,31,32,2,3,3,8
3,31,3,*,*.*,*,*.*,4.5,12.5,95,29,30,32,2,1,3,8
3,32,3,*,*.*,*,*.*,4.5,15.5,96,29,30,31,2,1,3,8
4,1,2,*,*.*,*,*.*,4.5,17.5,97,2,3,4,2,2,1,1
4,2,2,*,*.*,*,*.*,4.5,15.5,98,1,3,4,2,2,1,1
4,3,2,*,*.*,*,*.*,4.5,21.5,99,1,2,4,2,2,1,1
4,4,1,*,*.*,*,*.*,5.5,20.5,100,1,2,3,2,2,2,1
4,5,1,*,*.*,*,*.*,5.0,18.5,101,6,7,8,3,0,2,2
4,6,3,*,*.*,*,*.*,3.0,12.5,102,5,7,8,1,0,2,2
4,7,0,*,*.*,*,*.*,6.0,22.5,103,5,6,8,1,3,2,2
4,8,2,*,*.*,*,*.*,4.0,15.5,104,5,6,7,1,3,0,2
4,9,2,*,*.*,*,*.*,6.0,24.5,105,10,11,12,3,3,2,3
4,10,3,*,*.*,*,*.*,5.0,20.5,106,9,11,12,2,3,2,3
4,11,3,*,*.*,*,*.*,5.0,19.5,107,9,10,12,2,3,2,3
4,12,2,*,*.*,*,*.*,6.0,22.5,108,9,10,11,2,3,3,3
4,13,2,*,*.*,*,*.*,3.0,17.0,109,14,15,16,0,2,0,4
4,14,0,*,*.*,*,*.*,5.0,19.0,110,13,15,16,2,2,0,4
4,15,2,*,*.*,*,*.*,3.0,17.0,111,13,14,16,2,0,0,4
4,16,0,*,*.*,*,*.*,5.0,19.0,112,13,14,15,2,0,2,4
4,17,3,*,*.*,*,*.*,3.5,13.5,113,18,19,20,0,2,2,5
4,18,0,*,*.*,*,*.*,6.5,24.5,114,17,19,20,3,2,2,5
4,19,2,*,*.*,*,*.*,4.5,18.5,115,17,18,20,3,0,2,5
4,20,2,*,*.*,*,*.*,4.5,16.5,116,17,18,19,3,0,2,5
4,21,3,*,*.*,*,*.*,5.0,19.0,117,22,23,24,1,3,3,6
4,22,1,*,*.*,*,*.*,7.0,25.0,118,21,23,24,3,3,3,6
4,23,3,*,*.*,*,*.*,5.0,21.0,119,21,22,24,3,1,3,6
4,24,3,*,*.*,*,*.*,5.0,21.0,120,21,22,23,3,1,3,6
4,25,1,*,*.*,*,*.*,5.0,18.5,121,26,27,28,3,2,0,7
4,26,3,*,*.*,*,*.*,3.0,13.5,122,25,27,28,1,2,0,7
4,27,2,*,*.*,*,*.*,4.0,14.5,123,25,26,28,1,3,0,7
4,28,0,*,*.*,*,*.*,6.0,22.5,124,25,26,27,1,3,2,7
4,29,0,*,*.*,*,*.*,5.5,22.0,125,30,31,32,1,3,1,8
4,30,1,*,*.*,*,*.*,4.5,21.0,126,29,31,32,0,3,1,8
4,31,3,*,*.*,*,*.*,2.5,15.0,127,29,30,32,0,1,1,8
4,32,1,*,*.*,*,*.*,4.5,20.0,128,29,30,31,0,1,3,8
5,1,2,*,*.*,*,*.*,4.0,21.5,129,2,3,4,3,0,1,1
5,2,3,*,*.*,*,*.*,3.0,18.5,130,1,3,4,2,0,1,1
5,3,0,*,*.*,*,*.*,6.0,27.5,131,1,2,4,2,3,1,1
5,4,1,*,*.*,*,*.*,5.0,25.5,132,1,2,3,2,3,0,1
5,5,1,*,*.*,*,*.*,5.0,23.5,133,6,7,8,3,0,2,2
5,6,3,*,*.*,*,*.*,3.0,15.5,134,5,7,8,1,0,2,2
5,7,0,*,*.*,*,*.*,6.0,28.5,135,5,6,8,1,3,2,2
5,8,2,*,*.*,*,*.*,4.0,19.5,136,5,6,7,1,3,0,2
5,9,1,*,*.*,*,*.*,6.5,31.0,137,10,11,12,2,3,3,3
5,10,2,*,*.*,*,*.*,5.5,26.0,138,9,11,12,1,3,3,3
5,11,3,*,*.*,*,*.*,4.5,24.0,139,9,10,12,1,2,3,3
5,12,3,*,*.*,*,*.*,4.5,27.0,140,9,10,11,1,2,3,3
5,13,0,*,*.*,*,*.*,4.5,21.5,141,14,15,16,0,2,1,4
5,14,0,*,*.*,*,*.*,4.5,23.5,142,13,15,16,0,2,1,4
5,15,2,*,*.*,*,*.*,2.5,19.5,143,13,14,16,0,0,1,4
5,16,1,*,*.*,*,*.*,3.5,22.5,144,13,14,15,0,0,2,4
5,17,3,*,*.*,*,*.*,3.5,17.0,145,18,19,20,0,2,2,5
5,18,0,*,*.*,*,*.*,6.5,31.0,146,17,19,20,3,2,2,5
5,19,2,*,*.*,*,*.*,4.5,23.0,147,17,18,20,3,0,2,5
5,20,2,*,*.*,*,*.*,4.5,21.0,148,17,18,19,3,0,2,5
5,21,3,*,*.*,*,*.*,5.0,24.0,149,22,23,24,1,3,3,6
5,22,1,*,*.*,*,*.*,7.0,32.0,150,21,23,24,3,3,3,6
5,23,3,*,*.*,*,*.*,5.0,26.0,151,21,22,24,3,1,3,6
5,24,3,*,*.*,*,*.*,5.0,26.0,152,21,22,23,3,1,3,6
5,25,1,*,*.*,*,*.*,4.0,22.5,153,26,27,28,1,2,0,7
5,26,1,*,*.*,*,*.*,4.0,17.5,154,25,27,28,1,2,0,7
5,27,2,*,*.*,*,*.*,3.0,17.5,155,25,26,28,1,1,0,7
5,28,0,*,*.*,*,*.*,5.0,27.5,156,25,26,27,1,1,2,7
5,29,1,*,*.*,*,*.*,4.0,26.0,157,30,31,32,2,0,1,8
5,30,2,*,*.*,*,*.*,3.0,24.0,158,29,31,32,1,0,1,8
5,31,0,*,*.*,*,*.*,5.0,20.0,159,29,30,32,1,2,1,8
5,32,1,*,*.*,*,*.*,4.0,24.0,160,29,30,31,1,2,0,8
6,1,2,4,0.8,0,0,3.7,25.2,161,2,3,4,3,1,1,1
6,2,3,4,0.8,0,0,2.7,21.2,162,1,3,4,2,1,1,1
6,3,1,0,0,4,0.4,3.3,30.8,163,1,2,4,2,3,1,1
6,4,1,0,0,4,0.4,3.3,28.8,164,1,2,3,2,3,1,1
6,5,1,0,0,3,0.3,3.85,27.35,165,6,7,8,2,2,2,2
6,6,2,5,1,0,0,3.5,19.0,166,5,7,8,1,2,2,2
6,7,2,2,0.4,2,0.2,3.28,31.78,167,5,6,8,1,2,2,2
6,8,2,0,0,2,0.2,3.6,23.1,168,5,6,7,1,2,2,2
6,9,2,0,0,6,0.6,2.6,33.6,169,10,11,12,3,3,3,3
6,10,3,0,0,0,0,5.5,31.5,170,9,11,12,2,3,3,3
6,11,3,5,1,0,0,4.5,28.5,171,9,10,12,2,3,3,3
6,12,3,1,0.2,0,0,5.3,32.3,172,9,10,11,2,3,3,3
6,13,2,7,1.4,2,0.2,3.28,24.78,173,14,15,16,3,1,3,4
6,14,3,0,0,3,0.3,3.15,26.65,174,13,15,16,2,1,3,4
6,15,1,6,1.2,7,0.7,1.59,21.09,175,13,14,16,2,3,3,4
6,16,3,0,0,1,0.1,4.05,26.55,176,13,14,15,2,3,1,4
6,17,2,7,1.4,1,0.1,2.34,19.34,177,18,19,20,0,2,2,5
6,18,0,0,0,9,0.9,0.6,31.6,178,17,19,20,2,2,2,5
6,19,2,3,0.6,2,0.2,2.72,25.72,179,17,18,20,2,0,2,5
6,20,2,3,0.6,1,0.1,3.06,24.06,180,17,18,19,2,0,2,5
6,21,3,10,2,2,0.2,1.2,25.2,181,22,23,24,1,2,1,6
6,22,1,3,0.6,6,0.6,1.96,33.96,182,21,23,24,3,2,1,6
6,23,2,2,0.4,1,0.1,3.69,29.69,183,21,22,24,3,1,1,6
6,24,1,0,0,6,0.6,2.2,28.2,184,21,22,23,3,1,2,6
6,25,1,0,0,3,0.3,3.5,26.0,185,26,27,28,1,3,1,7
6,26,1,1,0.2,4,0.4,2.88,20.38,186,25,27,28,1,3,1,7
6,27,3,6,1.2,2,0.2,1.44,18.94,187,25,26,28,1,1,1,7
6,28,1,4,0.8,2,0.2,3.36,30.86,188,25,26,27,1,1,3,7
6,29,2,10,2,3,0.3,1.75,27.75,189,30,31,32,1,3,1,8
6,30,1,9,1.8,7,0.7,1.11,25.11,190,29,31,32,2,3,1,8
6,31,3,0,0,4,0.4,2.1,22.1,191,29,30,32,2,1,1,8
6,32,1,3,0.6,8,0.8,0.98,24.98,192,29,30,31,2,1,3,8
7,1,2,6,1.2,1,0.1,3.42,28.62,193,2,3,4,3,0,3,1
7,2,3,0,0,1,0.1,3.6,24.8,194,1,3,4,2,0,3,1
7,3,0,3,0.6,9,0.9,0.64,31.44,195,1,2,4,2,3,3,1
7,4,3,3,0.6,1,0.1,3.06,31.86,196,1,2,3,2,3,0,1
7,5,2,0,0,0,0,5.5,32.85,197,6,7,8,2,3,2,2
7,6,2,0,0,0,0,5.5,24.5,198,5,7,8,2,3,2,2
7,7,3,0,0,0,0,4.5,36.28,199,5,6,8,2,2,2,2
7,8,2,0,0,0,0,5.5,28.6,200,5,6,7,2,2,3,2
7,9,3,3,0.6,0,0,5.4,39.0,201,10,11,12,3,3,3,3
7,10,3,0,0,1,0.1,5.4,36.9,202,9,11,12,3,3,3,3
7,11,3,0,0,1,0.1,5.4,33.9,203,9,10,12,3,3,3,3
7,12,3,0,0,1,0.1,5.4,37.7,204,9,10,11,3,3,3,3
7,13,3,8,1.6,1,0.1,2.16,26.94,205,14,15,16,3,2,0,4
7,14,3,0,0,1,0.1,3.6,30.25,206,13,15,16,3,2,0,4
7,15,2,3,0.6,2,0.2,3.52,24.61,207,13,14,16,3,3,0,4
7,16,0,0,0,7,0.7,2.1,28.65,208,13,14,15,3,3,2,4
7,17,3,4,0.8,1,0.1,3.78,23.12,209,18,19,20,3,2,2,5
7,18,3,10,2,1,0.1,2.7,34.3,210,17,19,20,3,2,2,5
7,19,2,0,0,12,1,0.0,25.72,211,17,18,20,3,3,2,5
7,20,2,7,1.4,7,0.7,1.38,25.44,212,17,18,19,3,3,2,5
7,21,3,5,1,3,0.3,3.15,28.35,213,22,23,24,2,3,3,6
7,22,2,6,1.2,7,0.7,1.59,35.55,214,21,23,24,3,3,3,6
7,23,3,2,0.4,2,0.2,4.08,33.77,215,21,22,24,3,2,3,6
7,24,3,0,0,1,0.1,4.95,33.15,216,21,22,23,3,2,3,6
7,25,2,3,0.6,4,0.4,1.44,27.44,217,26,27,28,1,1,0,7
7,26,1,3,0.6,2,0.2,2.72,23.1,218,25,27,28,2,1,0,7
7,27,1,4,0.8,3,0.3,2.24,21.18,219,25,26,28,2,1,0,7
7,28,0,4,0.8,5,0.5,2.1,32.96,220,25,26,27,2,1,1,7
7,29,2,0,0,5,0.5,2.25,30.0,221,30,31,32,2,1,2,8
7,30,2,8,1.6,3,0.3,2.03,27.14,222,29,31,32,2,1,2,8
7,31,1,0,0,6,0.6,2.2,24.3,223,29,30,32,2,2,2,8
7,32,2,10,2,4,0.4,1.5,26.48,224,29,30,31,2,2,1,8
8,1,3,4,0.8,0,0,3.7,32.32,225,2,3,4,3,0,3,1
8,2,3,0,0,0,0,4.5,29.3,226,1,3,4,3,0,3,1
8,3,0,0,0,8,0.8,1.5,32.94,227,1,2,4,3,3,3,1
8,4,3,4,0.8,0,0,3.7,35.56,228,1,2,3,3,3,0,1
8,5,2,1,0.2,0,0,4.3,37.15,229,6,7,8,2,2,1,2
8,6,2,0,0,0,0,4.5,29.0,230,5,7,8,2,2,1,2
8,7,2,1,0.2,0,0,4.3,40.58,231,5,6,8,2,2,1,2
8,8,1,0,0,2,0.2,4.4,33.0,232,5,6,7,2,2,2,2
8,9,3,0,0,0,0,6.0,45.0,233,10,11,12,3,3,3,3
8,10,3,0,0,0,0,6.0,42.9,234,9,11,12,3,3,3,3
8,11,3,0,0,0,0,6.0,39.9,235,9,10,12,3,3,3,3
8,12,3,0,0,0,0,6.0,43.7,236,9,10,11,3,3,3,3
8,13,3,3,0.6,1,0.1,3.06,30.0,237,14,15,16,0,3,2,4
8,14,0,10,2,3,0.3,3.5,33.75,238,13,15,16,3,3,2,4
8,15,3,1,0.2,0,0,3.8,28.41,239,13,14,16,3,0,2,4
8,16,2,1,0.2,11,1,0.0,28.65,240,13,14,15,3,0,3,4
8,17,3,7,1.4,3,0.3,2.17,25.29,241,18,19,20,3,3,0,5
8,18,3,10,2,3,0.3,1.75,36.05,242,17,19,20,3,3,0,5
8,19,3,3,0.6,4,0.4,2.34,28.06,243,17,18,20,3,3,0,5
8,20,0,10,2,20,1,0.0,25.44,244,17,18,19,3,3,3,5
8,21,3,10,2,3,0.3,2.45,30.8,245,22,23,24,2,3,3,6
8,22,2,9,1.8,12,1,0.0,35.55,246,21,23,24,3,3,3,6
8,23,3,4,0.8,3,0.3,3.29,37.06,247,21,22,24,3,2,3,6
8,24,3,0,0,5,0.5,2.75,35.9,248,21,22,23,3,2,3,6
8,25,2,4,0.8,3,0.3,1.54,28.98,249,26,27,28,2,0,0,7
8,26,2,1,0.2,2,0.2,2.24,25.34,250,25,27,28,2,0,0,7
8,27,0,0,0,2,0.2,4.0,25.18,251,25,26,28,2,2,0,7
8,28,0,4,0.8,2,0.2,3.36,36.32,252,25,26,27,2,2,0,7
8,29,2,4,0.8,5,0.5,2.1,32.1,253,30,31,32,1,2,3,8
8,30,1,8,1.6,18,1,0.0,27.14,254,29,31,32,2,2,3,8
8,31,2,10,2,8,0.8,0.6,24.9,255,29,30,32,2,1,3,8
8,32,3,10,2,1,0.1,1.8,28.28,256,29,30,31,2,1,2,8
9,1,3,3,0.6,0,0,3.9,36.22,257,2,3,4,3,0,3,1
9,2,3,0,0,0,0,4.5,33.8,258,1,3,4,3,0,3,1
9,3,0,0,0,13,1,0.0,32.94,259,1,2,4,3,3,3,1
9,4,3,10,2,0,0,2.5,38.06,260,1,2,3,3,3,0,1
9,5,2,0,0,1,0.1,4.95,42.1,261,6,7,8,3,2,2,2
9,6,3,0,0,1,0.1,4.05,33.05,262,5,7,8,2,2,2,2
9,7,2,0,0,1,0.1,4.95,45.53,263,5,6,8,2,3,2,2
9,8,2,3,0.6,0,0,4.9,37.9,264,5,6,7,2,3,2,2
9,9,3,0,0,0,0,6.0,51.0,265,10,11,12,3,3,3,3
9,10,3,0,0,0,0,6.0,48.9,266,9,11,12,3,3,3,3
9,11,3,0,0,0,0,6.0,45.9,267,9,10,12,3,3,3,3
9,12,3,0,0,0,0,6.0,49.7,268,9,10,11,3,3,3,3
9,13,3,1,0.2,1,0.1,3.87,33.87,269,14,15,16,3,0,3,4
9,14,3,10,2,0,0,2.5,36.25,270,13,15,16,3,0,3,4
9,15,0,1,0.2,14,1,0.0,28.41,271,13,14,16,3,3,3,4
9,16,3,3,0.6,0,0,3.9,32.55,272,13,14,15,3,3,0,4
9,17,3,0,0,13,1,0.0,25.29,273,18,19,20,3,3,3,5
9,18,3,10,2,3,0.3,2.8,38.85,274,17,19,20,3,3,3,5
9,19,3,0,0,3,0.3,4.2,32.26,275,17,18,20,3,3,3,5
9,20,3,9,1.8,0,0,4.2,29.64,276,17,18,19,3,3,3,5
9,21,3,0,0,3,0.3,4.2,35.0,277,22,23,24,3,3,3,6
9,22,3,6,1.2,1,0.1,4.32,39.87,278,21,23,24,3,3,3,6
9,23,3,3,0.6,2,0.2,4.32,41.38,279,21,22,24,3,3,3,6
9,24,3,0,0,3,0.3,4.2,40.1,280,21,22,23,3,3,3,6
9,25,2,8,1.6,2,0.2,0.72,29.7,281,26,27,28,1,0,0,7
9,26,1,0,0,3,0.3,2.45,27.79,282,25,27,28,2,0,0,7
9,27,0,0,0,3,0.3,3.15,28.33,283,25,26,28,2,1,0,7
9,28,0,3,0.6,3,0.3,2.73,39.05,284,25,26,27,2,1,0,7
9,29,2,0,0,17,1,0.0,32.1,285,30,31,32,3,3,3,8
9,30,3,7,1.4,3,0.3,2.87,30.01,286,29,31,32,2,3,3,8
9,31,3,10,2,4,0.4,2.1,27.0,287,29,30,32,2,3,3,8
9,32,3,10,2,3,0.3,2.45,30.73,288,29,30,31,2,3,3,8
10,1,3,3,0.6,0,0,3.9,40.12,289,2,3,4,3,0,3,1
10,2,3,0,0,0,0,4.5,38.3,290,1,3,4,3,0,3,1
10,3,0,0,0,8,0.8,1.5,34.44,291,1,2,4,3,3,3,1
10,4,3,5,1,0,0,3.5,41.56,292,1,2,3,3,3,0,1
10,5,2,0,0,1,0.1,4.5,46.6,293,6,7,8,2,2,2,2
10,6,2,3,0.6,0,0,4.4,37.45,294,5,7,8,2,2,2,2
10,7,2,0,0,1,0.1,4.5,50.03,295,5,6,8,2,2,2,2
10,8,2,0,0,1,0.1,4.5,42.4,296,5,6,7,2,2,2,2
10,9,3,0,0,0,0,6.0,57.0,297,10,11,12,3,3,3,3
10,10,3,0,0,0,0,6.0,54.9,298,9,11,12,3,3,3,3
10,11,3,0,0,0,0,6.0,51.9,299,9,10,12,3,3,3,3
10,12,3,0,0,0,0,6.0,55.7,300,9,10,11,3,3,3,3
10,13,2,0,0,1,0.1,5.85,39.72,301,14,15,16,3,3,3,4
10,14,3,0,0,0,0,5.5,41.75,302,13,15,16,2,3,3,4
10,15,3,0,0,0,0,5.5,33.91,303,13,14,16,2,3,3,4
10,16,3,1,0.2,0,0,5.3,37.85,304,13,14,15,2,3,3,4
10,17,2,0,0,13,1,0.0,25.29,305,18,19,20,3,3,2,5
10,18,3,10,2,3,0.3,2.1,40.95,306,17,19,20,2,3,2,5
10,19,3,0,0,3,0.3,3.5,35.76,307,17,18,20,2,3,2,5
10,20,2,9,1.8,0,0,4.2,33.84,308,17,18,19,2,3,3,5
10,21,3,0,0,2,0.2,4.8,39.8,309,22,23,24,3,3,3,6
10,22,3,3,0.6,1,0.1,4.86,44.73,310,21,23,24,3,3,3,6
10,23,3,3,0.6,1,0.1,4.86,46.24,311,21,22,24,3,3,3,6
10,24,3,0,0,2,0.2,4.8,44.9,312,21,22,23,3,3,3,6
10,25,0,9,1.8,0,0,1.7,31.4,313,26,27,28,1,0,0,7
10,26,1,0,0,4,0.4,1.5,29.29,314,25,27,28,0,0,0,7
10,27,0,0,0,3,0.3,2.45,30.78,315,25,26,28,0,1,0,7
10,28,0,1,0.2,3,0.3,2.31,41.36,316,25,26,27,0,1,0,7
10,29,3,5,1,0,0,4.0,36.1,317,30,31,32,1,3,3,8
10,30,1,3,0.6,20,1,0.0,30.01,318,29,31,32,3,3,3,8
10,31,3,5,1,1,0.1,3.6,30.6,319,29,30,32,3,1,3,8
10,32,3,10,2,2,0.2,2.4,33.13,320,29,30,31,3,1,3,8
